Datum,Zeit,W [cm]
12/10/1993,16:00:00,232
12/10/1993,16:15:00,232
12/10/1993,16:30:00,233
12/10/1993,16:45:00,233
12/10/1993,17:00:00,233
12/10/1993,17:15:00,233
12/10/1993,17:30:00,234
12/10/1993,17:45:00,234
12/10/1993,18:00:00,234
12/10/1993,18:15:00,234
12/10/1993,18:30:00,234
12/10/1993,18:45:00,234
12/10/1993,19:00:00,234
12/10/1993,19:15:00,234
12/10/1993,19:30:00,234
12/10/1993,19:45:00,234
12/10/1993,20:00:00,235
12/10/1993,20:15:00,235
12/10/1993,20:30:00,235
12/10/1993,20:45:00,236
12/10/1993,21:00:00,237
12/10/1993,21:15:00,238
12/10/1993,21:30:00,238
12/10/1993,21:45:00,239
12/10/1993,22:00:00,239
12/10/1993,22:15:00,240
12/10/1993,22:30:00,241
12/10/1993,22:45:00,242
12/10/1993,23:00:00,242
12/10/1993,23:15:00,242
12/10/1993,23:30:00,242
12/10/1993,23:45:00,243
12/11/1993,0:00:00,243
12/11/1993,0:15:00,244
12/11/1993,0:30:00,244
12/11/1993,0:45:00,244
12/11/1993,1:00:00,244
12/11/1993,1:15:00,245
12/11/1993,1:30:00,246
12/11/1993,1:45:00,247
12/11/1993,2:00:00,247
12/11/1993,2:15:00,248
12/11/1993,2:30:00,249
12/11/1993,2:45:00,250
12/11/1993,3:00:00,251
12/11/1993,3:15:00,251
12/11/1993,3:30:00,253
12/11/1993,3:45:00,253
12/11/1993,4:00:00,253
12/11/1993,4:15:00,255
12/11/1993,4:30:00,257
12/11/1993,4:45:00,258
12/11/1993,5:00:00,258
12/11/1993,5:15:00,260
12/11/1993,5:30:00,260
12/11/1993,5:45:00,262
12/11/1993,6:00:00,263
12/11/1993,6:15:00,263
12/11/1993,6:30:00,265
12/11/1993,6:45:00,265
12/11/1993,7:00:00,265
12/11/1993,7:15:00,266
12/11/1993,7:30:00,267
12/11/1993,7:45:00,267
12/11/1993,8:00:00,267
12/11/1993,8:15:00,269
12/11/1993,8:30:00,269
12/11/1993,8:45:00,269
12/11/1993,9:00:00,269
12/11/1993,9:15:00,270
12/11/1993,9:30:00,271
12/11/1993,9:45:00,272
12/11/1993,10:00:00,273
12/11/1993,10:15:00,273
12/11/1993,10:30:00,274
12/11/1993,10:45:00,275
12/11/1993,11:00:00,276
12/11/1993,11:15:00,276
12/11/1993,11:30:00,277
12/11/1993,11:45:00,278
12/11/1993,12:00:00,279
12/11/1993,12:15:00,280
12/11/1993,12:30:00,282
12/11/1993,12:45:00,283
12/11/1993,13:00:00,284
12/11/1993,13:15:00,285
12/11/1993,13:30:00,286
12/11/1993,13:45:00,287
12/11/1993,14:00:00,288
12/11/1993,14:15:00,289
12/11/1993,14:30:00,290
12/11/1993,14:45:00,290
12/11/1993,15:00:00,292
12/11/1993,15:15:00,293
12/11/1993,15:30:00,294
12/11/1993,15:45:00,295
12/11/1993,16:00:00,296
12/11/1993,16:15:00,297
12/11/1993,16:30:00,298
12/11/1993,16:45:00,298
12/11/1993,17:00:00,299
12/11/1993,17:15:00,300
12/11/1993,17:30:00,301
12/11/1993,17:45:00,301
12/11/1993,18:00:00,303
12/11/1993,18:15:00,304
12/11/1993,18:30:00,305
12/11/1993,18:45:00,307
12/11/1993,19:00:00,308
12/11/1993,19:15:00,308
12/11/1993,19:30:00,308
12/11/1993,19:45:00,309
12/11/1993,20:00:00,310
12/11/1993,20:15:00,310
12/11/1993,20:30:00,311
12/11/1993,20:45:00,313
12/11/1993,21:00:00,314
12/11/1993,21:15:00,314
12/11/1993,21:30:00,315
12/11/1993,21:45:00,316
12/11/1993,22:00:00,317
12/11/1993,22:15:00,317
12/11/1993,22:30:00,318
12/11/1993,22:45:00,319
12/11/1993,23:00:00,319
12/11/1993,23:15:00,319
12/11/1993,23:30:00,319
12/11/1993,23:45:00,320
12/12/1993,0:00:00,320
12/12/1993,0:15:00,321
12/12/1993,0:30:00,321
12/12/1993,0:45:00,322
12/12/1993,1:00:00,322
12/12/1993,1:15:00,322
12/12/1993,1:30:00,322
12/12/1993,1:45:00,322
12/12/1993,2:00:00,322
12/12/1993,2:15:00,322
12/12/1993,2:30:00,323
12/12/1993,2:45:00,325
12/12/1993,3:00:00,325
12/12/1993,3:15:00,325
12/12/1993,3:30:00,326
12/12/1993,3:45:00,327
12/12/1993,4:00:00,327
12/12/1993,4:15:00,328
12/12/1993,4:30:00,328
12/12/1993,4:45:00,329
12/12/1993,5:00:00,329
12/12/1993,5:15:00,330
12/12/1993,5:30:00,330
12/12/1993,5:45:00,330
12/12/1993,6:00:00,331
12/12/1993,6:15:00,331
12/12/1993,6:30:00,331
12/12/1993,6:45:00,331
12/12/1993,7:00:00,331
12/12/1993,7:15:00,331
12/12/1993,7:30:00,331
12/12/1993,7:45:00,331
12/12/1993,8:00:00,331
12/12/1993,8:15:00,331
12/12/1993,8:30:00,332
12/12/1993,8:45:00,333
12/12/1993,9:00:00,333
12/12/1993,9:15:00,333
12/12/1993,9:30:00,331
12/12/1993,9:45:00,330
12/12/1993,10:00:00,330
12/12/1993,10:15:00,330
12/12/1993,10:30:00,331
12/12/1993,10:45:00,332
12/12/1993,11:00:00,332
12/12/1993,11:15:00,332
12/12/1993,11:30:00,332
12/12/1993,11:45:00,332
12/12/1993,12:00:00,331
12/12/1993,12:15:00,331
12/12/1993,12:30:00,331
12/12/1993,12:45:00,330
12/12/1993,13:00:00,330
12/12/1993,13:15:00,330
12/12/1993,13:30:00,330
12/12/1993,13:45:00,330
12/12/1993,14:00:00,330
12/12/1993,14:15:00,330
12/12/1993,14:30:00,330
12/12/1993,14:45:00,330
12/12/1993,15:00:00,330
12/12/1993,15:15:00,331
12/12/1993,15:30:00,331
12/12/1993,15:45:00,332
12/12/1993,16:00:00,333
12/12/1993,16:15:00,333
12/12/1993,16:30:00,333
12/12/1993,16:45:00,333
12/12/1993,17:00:00,333
12/12/1993,17:15:00,334
12/12/1993,17:30:00,334
12/12/1993,17:45:00,334
12/12/1993,18:00:00,334
12/12/1993,18:15:00,335
12/12/1993,18:30:00,336
12/12/1993,18:45:00,336
12/12/1993,19:00:00,337
12/12/1993,19:15:00,337
12/12/1993,19:30:00,337
12/12/1993,19:45:00,337
12/12/1993,20:00:00,337
12/12/1993,20:15:00,338
12/12/1993,20:30:00,338
12/12/1993,20:45:00,339
12/12/1993,21:00:00,339
12/12/1993,21:15:00,340
12/12/1993,21:30:00,340
12/12/1993,21:45:00,340
12/12/1993,22:00:00,340
12/12/1993,22:15:00,340
12/12/1993,22:30:00,340
12/12/1993,22:45:00,340
12/12/1993,23:00:00,340
12/12/1993,23:15:00,340
12/12/1993,23:30:00,340
12/12/1993,23:45:00,341
12/13/1993,0:00:00,342
12/13/1993,0:15:00,342
12/13/1993,0:30:00,343
12/13/1993,0:45:00,343
12/13/1993,1:00:00,343
12/13/1993,1:15:00,343
12/13/1993,1:30:00,344
12/13/1993,1:45:00,344
12/13/1993,2:00:00,345
12/13/1993,2:15:00,346
12/13/1993,2:30:00,346
12/13/1993,2:45:00,346
12/13/1993,3:00:00,347
12/13/1993,3:15:00,347
12/13/1993,3:30:00,348
12/13/1993,3:45:00,347
12/13/1993,4:00:00,347
12/13/1993,4:15:00,347
12/13/1993,4:30:00,347
12/13/1993,4:45:00,347
12/13/1993,5:00:00,347
12/13/1993,5:15:00,347
12/13/1993,5:30:00,348
12/13/1993,5:45:00,348
12/13/1993,6:00:00,349
12/13/1993,6:15:00,349
12/13/1993,6:30:00,349
12/13/1993,6:45:00,349
12/13/1993,7:00:00,349
12/13/1993,7:15:00,349
12/13/1993,7:30:00,349
12/13/1993,7:45:00,350
12/13/1993,8:00:00,350
12/13/1993,8:15:00,350
12/13/1993,8:30:00,350
12/13/1993,8:45:00,350
12/13/1993,9:00:00,350
12/13/1993,9:15:00,352
12/13/1993,9:30:00,352
12/13/1993,9:45:00,353
12/13/1993,10:00:00,354
12/13/1993,10:15:00,354
12/13/1993,10:30:00,354
12/13/1993,10:45:00,354
12/13/1993,11:00:00,354
12/13/1993,11:15:00,355
12/13/1993,11:30:00,355
12/13/1993,11:45:00,356
12/13/1993,12:00:00,356
12/13/1993,12:15:00,357
12/13/1993,12:30:00,359
12/13/1993,12:45:00,359
12/13/1993,13:00:00,359
12/13/1993,13:15:00,359
12/13/1993,13:30:00,360
12/13/1993,13:45:00,361
12/13/1993,14:00:00,361
12/13/1993,14:15:00,362
12/13/1993,14:30:00,362
12/13/1993,14:45:00,362
12/13/1993,15:00:00,363
12/13/1993,15:15:00,364
12/13/1993,15:30:00,364
12/13/1993,15:45:00,365
12/13/1993,16:00:00,366
12/13/1993,16:15:00,366
12/13/1993,16:30:00,366
12/13/1993,16:45:00,367
12/13/1993,17:00:00,368
12/13/1993,17:15:00,369
12/13/1993,17:30:00,370
12/13/1993,17:45:00,370
12/13/1993,18:00:00,370
12/13/1993,18:15:00,370
12/13/1993,18:30:00,370
12/13/1993,18:45:00,371
12/13/1993,19:00:00,372
12/13/1993,19:15:00,372
12/13/1993,19:30:00,373
12/13/1993,19:45:00,374
12/13/1993,20:00:00,375
12/13/1993,20:15:00,376
12/13/1993,20:30:00,377
12/13/1993,20:45:00,378
12/13/1993,21:00:00,380
12/13/1993,21:15:00,382
12/13/1993,21:30:00,385
12/13/1993,21:45:00,387
12/13/1993,22:00:00,389
12/13/1993,22:15:00,390
12/13/1993,22:30:00,393
12/13/1993,22:45:00,396
12/13/1993,23:00:00,398
12/13/1993,23:15:00,400
12/13/1993,23:30:00,401
12/13/1993,23:45:00,404
12/14/1993,0:00:00,405
12/14/1993,0:15:00,408
12/14/1993,0:30:00,411
12/14/1993,0:45:00,414
12/14/1993,1:00:00,417
12/14/1993,1:15:00,418
12/14/1993,1:30:00,420
12/14/1993,1:45:00,421
12/14/1993,2:00:00,422
12/14/1993,2:15:00,423
12/14/1993,2:30:00,425
12/14/1993,2:45:00,426
12/14/1993,3:00:00,427
12/14/1993,3:15:00,429
12/14/1993,3:30:00,429
12/14/1993,3:45:00,430
12/14/1993,4:00:00,432
12/14/1993,4:15:00,432
12/14/1993,4:30:00,434
12/14/1993,4:45:00,435
12/14/1993,5:00:00,436
12/14/1993,5:15:00,437
12/14/1993,5:30:00,437
12/14/1993,5:45:00,438
12/14/1993,6:00:00,439
12/14/1993,6:15:00,440
12/14/1993,6:30:00,440
12/14/1993,6:45:00,441
12/14/1993,7:00:00,441
12/14/1993,7:15:00,442
12/14/1993,7:30:00,443
12/14/1993,7:45:00,443
12/14/1993,8:00:00,444
12/14/1993,8:15:00,445
12/14/1993,8:30:00,446
12/14/1993,8:45:00,447
12/14/1993,9:00:00,448
12/14/1993,9:15:00,449
12/14/1993,9:30:00,450
12/14/1993,9:45:00,451
12/14/1993,10:00:00,452
12/14/1993,10:15:00,452
12/14/1993,10:30:00,453
12/14/1993,10:45:00,453
12/14/1993,11:00:00,454
12/14/1993,11:15:00,454
12/14/1993,11:30:00,455
12/14/1993,11:45:00,456
12/14/1993,12:00:00,456
12/14/1993,12:15:00,458
12/14/1993,12:30:00,458
12/14/1993,12:45:00,458
12/14/1993,13:00:00,459
12/14/1993,13:15:00,459
12/14/1993,13:30:00,460
12/14/1993,13:45:00,461
12/14/1993,14:00:00,462
12/14/1993,14:15:00,462
12/14/1993,14:30:00,463
12/14/1993,14:45:00,464
12/14/1993,15:00:00,464
12/14/1993,15:15:00,465
12/14/1993,15:30:00,465
12/14/1993,15:45:00,466
12/14/1993,16:00:00,466
12/14/1993,16:15:00,466
12/14/1993,16:30:00,467
12/14/1993,16:45:00,467
12/14/1993,17:00:00,468
12/14/1993,17:15:00,469
12/14/1993,17:30:00,469
12/14/1993,17:45:00,469
12/14/1993,18:00:00,470
12/14/1993,18:15:00,470
12/14/1993,18:30:00,470
12/14/1993,18:45:00,471
12/14/1993,19:00:00,471
12/14/1993,19:15:00,472
12/14/1993,19:30:00,472
12/14/1993,19:45:00,472
12/14/1993,20:00:00,473
12/14/1993,20:15:00,473
12/14/1993,20:30:00,473
12/14/1993,20:45:00,474
12/14/1993,21:00:00,474
12/14/1993,21:15:00,474
12/14/1993,21:30:00,474
12/14/1993,21:45:00,475
12/14/1993,22:00:00,475
12/14/1993,22:15:00,475
12/14/1993,22:30:00,475
12/14/1993,22:45:00,475
12/14/1993,23:00:00,475
12/14/1993,23:15:00,476
12/14/1993,23:30:00,476
12/14/1993,23:45:00,476
12/15/1993,0:00:00,476
12/15/1993,0:15:00,476
12/15/1993,0:30:00,476
12/15/1993,0:45:00,476
12/15/1993,1:00:00,476
12/15/1993,1:15:00,476
12/15/1993,1:30:00,476
12/15/1993,1:45:00,476
12/15/1993,2:00:00,476
12/15/1993,2:15:00,476
12/15/1993,2:30:00,475
12/15/1993,2:45:00,475
12/15/1993,3:00:00,475
12/15/1993,3:15:00,475
12/15/1993,3:30:00,474
12/15/1993,3:45:00,474
12/15/1993,4:00:00,474
12/15/1993,4:15:00,473
12/15/1993,4:30:00,473
12/15/1993,4:45:00,473
12/15/1993,5:00:00,473
12/15/1993,5:15:00,473
12/15/1993,5:30:00,473
12/15/1993,5:45:00,473
12/15/1993,6:00:00,472
12/15/1993,6:15:00,472
12/15/1993,6:30:00,471
12/15/1993,6:45:00,470
12/15/1993,7:00:00,469
12/15/1993,7:15:00,469
12/15/1993,7:30:00,467
12/15/1993,7:45:00,466
12/15/1993,8:00:00,465
12/15/1993,8:15:00,465
12/15/1993,8:30:00,464
12/15/1993,8:45:00,463
12/15/1993,9:00:00,463
12/15/1993,9:15:00,463
12/15/1993,9:30:00,461
12/15/1993,9:45:00,461
12/15/1993,10:00:00,460
12/15/1993,10:15:00,460
12/15/1993,10:30:00,460
12/15/1993,10:45:00,460
12/15/1993,11:00:00,459
12/15/1993,11:15:00,459
12/15/1993,11:30:00,458
12/15/1993,11:45:00,458
12/15/1993,12:00:00,458
12/15/1993,12:15:00,458
12/15/1993,12:30:00,458
12/15/1993,12:45:00,457
12/15/1993,13:00:00,456
12/15/1993,13:15:00,456
12/15/1993,13:30:00,455
12/15/1993,13:45:00,455
12/15/1993,14:00:00,454
12/15/1993,14:15:00,454
12/15/1993,14:30:00,454
12/15/1993,14:45:00,454
12/15/1993,15:00:00,454
12/15/1993,15:15:00,454
12/15/1993,15:30:00,454
12/15/1993,15:45:00,454
12/15/1993,16:00:00,454
12/15/1993,16:15:00,454
12/15/1993,16:30:00,454
12/15/1993,16:45:00,454
12/15/1993,17:00:00,454
12/15/1993,17:15:00,453
12/15/1993,17:30:00,453
12/15/1993,17:45:00,453
12/15/1993,18:00:00,453
12/15/1993,18:15:00,452
12/15/1993,18:30:00,452
12/15/1993,18:45:00,451
12/15/1993,19:00:00,450
12/15/1993,19:15:00,449
12/15/1993,19:30:00,449
12/15/1993,19:45:00,448
12/15/1993,20:00:00,448
12/15/1993,20:15:00,448
12/15/1993,20:30:00,448
12/15/1993,20:45:00,448
12/15/1993,21:00:00,448
12/15/1993,21:15:00,448
12/15/1993,21:30:00,448
12/15/1993,21:45:00,448
12/15/1993,22:00:00,448
12/15/1993,22:15:00,448
12/15/1993,22:30:00,448
12/15/1993,22:45:00,448
12/15/1993,23:00:00,448
12/15/1993,23:15:00,448
12/15/1993,23:30:00,448
12/15/1993,23:45:00,449
12/16/1993,0:00:00,449
12/16/1993,0:15:00,449
12/16/1993,0:30:00,449
12/16/1993,0:45:00,448
12/16/1993,1:00:00,448
12/16/1993,1:15:00,448
12/16/1993,1:30:00,448
12/16/1993,1:45:00,448
12/16/1993,2:00:00,448
12/16/1993,2:15:00,448
12/16/1993,2:30:00,447
12/16/1993,2:45:00,446
12/16/1993,3:00:00,446
12/16/1993,3:15:00,446
12/16/1993,3:30:00,446
12/16/1993,3:45:00,446
12/16/1993,4:00:00,446
12/16/1993,4:15:00,446
12/16/1993,4:30:00,445
12/16/1993,4:45:00,445
12/16/1993,5:00:00,445
12/16/1993,5:15:00,445
12/16/1993,5:30:00,444
12/16/1993,5:45:00,444
12/16/1993,6:00:00,443
12/16/1993,6:15:00,443
12/16/1993,6:30:00,443
12/16/1993,6:45:00,442
12/16/1993,7:00:00,442
12/16/1993,7:15:00,442
12/16/1993,7:30:00,441
12/16/1993,7:45:00,441
12/16/1993,8:00:00,441
12/16/1993,8:15:00,441
12/16/1993,8:30:00,441
12/16/1993,8:45:00,439
12/16/1993,9:00:00,441
12/16/1993,9:15:00,442
12/16/1993,9:30:00,442
12/16/1993,9:45:00,443
12/16/1993,10:00:00,443
12/16/1993,10:15:00,443
12/16/1993,10:30:00,443
12/16/1993,10:45:00,442
12/16/1993,11:00:00,442
12/16/1993,11:15:00,442
12/16/1993,11:30:00,442
12/16/1993,11:45:00,441
12/16/1993,12:00:00,441
12/16/1993,12:15:00,441
12/16/1993,12:30:00,441
12/16/1993,12:45:00,441
12/16/1993,13:00:00,440
12/16/1993,13:15:00,440
12/16/1993,13:30:00,440
12/16/1993,13:45:00,440
12/16/1993,14:00:00,440
12/16/1993,14:15:00,440
12/16/1993,14:30:00,440
12/16/1993,14:45:00,440
12/16/1993,15:00:00,440
12/16/1993,15:15:00,440
12/16/1993,15:30:00,440
12/16/1993,15:45:00,439
12/16/1993,16:00:00,439
12/16/1993,16:15:00,439
12/16/1993,16:30:00,439
12/16/1993,16:45:00,439
12/16/1993,17:00:00,439
12/16/1993,17:15:00,439
12/16/1993,17:30:00,439
12/16/1993,17:45:00,439
12/16/1993,18:00:00,439
12/16/1993,18:15:00,439
12/16/1993,18:30:00,439
12/16/1993,18:45:00,438
12/16/1993,19:00:00,438
12/16/1993,19:15:00,438
12/16/1993,19:30:00,438
12/16/1993,19:45:00,438
12/16/1993,20:00:00,438
12/16/1993,20:15:00,438
12/16/1993,20:30:00,438
12/16/1993,20:45:00,438
12/16/1993,21:00:00,438
12/16/1993,21:15:00,438
12/16/1993,21:30:00,438
12/16/1993,21:45:00,438
12/16/1993,22:00:00,437
12/16/1993,22:15:00,437
12/16/1993,22:30:00,437
12/16/1993,22:45:00,437
12/16/1993,23:00:00,437
12/16/1993,23:15:00,437
12/16/1993,23:30:00,437
12/16/1993,23:45:00,437
12/17/1993,0:00:00,437
12/17/1993,0:15:00,437
12/17/1993,0:30:00,437
12/17/1993,0:45:00,437
12/17/1993,1:00:00,437
12/17/1993,1:15:00,436
12/17/1993,1:30:00,436
12/17/1993,1:45:00,436
12/17/1993,2:00:00,436
12/17/1993,2:15:00,436
12/17/1993,2:30:00,435
12/17/1993,2:45:00,435
12/17/1993,3:00:00,435
12/17/1993,3:15:00,434
12/17/1993,3:30:00,434
12/17/1993,3:45:00,434
12/17/1993,4:00:00,433
12/17/1993,4:15:00,433
12/17/1993,4:30:00,433
12/17/1993,4:45:00,433
12/17/1993,5:00:00,433
12/17/1993,5:15:00,432
12/17/1993,5:30:00,431
12/17/1993,5:45:00,430
12/17/1993,6:00:00,430
12/17/1993,6:15:00,430
12/17/1993,6:30:00,428
12/17/1993,6:45:00,428
12/17/1993,7:00:00,428
12/17/1993,7:15:00,428
12/17/1993,7:30:00,427
12/17/1993,7:45:00,427
12/17/1993,8:00:00,426
12/17/1993,8:15:00,426
12/17/1993,8:30:00,425
12/17/1993,8:45:00,424
12/17/1993,9:00:00,424
12/17/1993,9:15:00,422
12/17/1993,9:30:00,422
12/17/1993,9:45:00,422
12/17/1993,10:00:00,422
12/17/1993,10:15:00,422
12/17/1993,10:30:00,422
12/17/1993,10:45:00,422
12/17/1993,11:00:00,422
12/17/1993,11:15:00,421
12/17/1993,11:30:00,421
12/17/1993,11:45:00,421
12/17/1993,12:00:00,421
12/17/1993,12:15:00,420
12/17/1993,12:30:00,420
12/17/1993,12:45:00,419
12/17/1993,13:00:00,418
12/17/1993,13:15:00,417
12/17/1993,13:30:00,417
12/17/1993,13:45:00,417
12/17/1993,14:00:00,417
12/17/1993,14:15:00,417
12/17/1993,14:30:00,417
12/17/1993,14:45:00,417
12/17/1993,15:00:00,417
12/17/1993,15:15:00,417
12/17/1993,15:30:00,417
12/17/1993,15:45:00,417
12/17/1993,16:00:00,417
12/17/1993,16:15:00,417
12/17/1993,16:30:00,417
12/17/1993,16:45:00,417
12/17/1993,17:00:00,417
12/17/1993,17:15:00,417
12/17/1993,17:30:00,417
12/17/1993,17:45:00,417
12/17/1993,18:00:00,417
12/17/1993,18:15:00,417
12/17/1993,18:30:00,417
12/17/1993,18:45:00,417
12/17/1993,19:00:00,416
12/17/1993,19:15:00,416
12/17/1993,19:30:00,416
12/17/1993,19:45:00,416
12/17/1993,20:00:00,416
12/17/1993,20:15:00,416
12/17/1993,20:30:00,416
12/17/1993,20:45:00,416
12/17/1993,21:00:00,416
12/17/1993,21:15:00,416
12/17/1993,21:30:00,416
12/17/1993,21:45:00,416
12/17/1993,22:00:00,416
12/17/1993,22:15:00,417
12/17/1993,22:30:00,417
12/17/1993,22:45:00,417
12/17/1993,23:00:00,417
12/17/1993,23:15:00,417
12/17/1993,23:30:00,417
12/17/1993,23:45:00,417
12/18/1993,0:00:00,417
12/18/1993,0:15:00,417
12/18/1993,0:30:00,417
12/18/1993,0:45:00,417
12/18/1993,1:00:00,417
12/18/1993,1:15:00,417
12/18/1993,1:30:00,417
12/18/1993,1:45:00,418
12/18/1993,2:00:00,418
12/18/1993,2:15:00,418
12/18/1993,2:30:00,418
12/18/1993,2:45:00,418
12/18/1993,3:00:00,418
12/18/1993,3:15:00,419
12/18/1993,3:30:00,419
12/18/1993,3:45:00,419
12/18/1993,4:00:00,419
12/18/1993,4:15:00,419
12/18/1993,4:30:00,420
12/18/1993,4:45:00,420
12/18/1993,5:00:00,421
12/18/1993,5:15:00,422
12/18/1993,5:30:00,422
12/18/1993,5:45:00,423
12/18/1993,6:00:00,423
12/18/1993,6:15:00,424
12/18/1993,6:30:00,425
12/18/1993,6:45:00,425
12/18/1993,7:00:00,425
12/18/1993,7:15:00,426
12/18/1993,7:30:00,426
12/18/1993,7:45:00,426
12/18/1993,8:00:00,427
12/18/1993,8:15:00,427
12/18/1993,8:30:00,427
12/18/1993,8:45:00,427
12/18/1993,9:00:00,427
12/18/1993,9:15:00,427
12/18/1993,9:30:00,427
12/18/1993,9:45:00,427
12/18/1993,10:00:00,427
12/18/1993,10:15:00,427
12/18/1993,10:30:00,428
12/18/1993,10:45:00,429
12/18/1993,11:00:00,429
12/18/1993,11:15:00,428
12/18/1993,11:30:00,428
12/18/1993,11:45:00,428
12/18/1993,12:00:00,428
12/18/1993,12:15:00,429
12/18/1993,12:30:00,429
12/18/1993,12:45:00,429
12/18/1993,13:00:00,430
12/18/1993,13:15:00,431
12/18/1993,13:30:00,433
12/18/1993,13:45:00,434
12/18/1993,14:00:00,435
12/18/1993,14:15:00,436
12/18/1993,14:30:00,437
12/18/1993,14:45:00,438
12/18/1993,15:00:00,438
12/18/1993,15:15:00,438
12/18/1993,15:30:00,437
12/18/1993,15:45:00,438
12/18/1993,16:00:00,438
12/18/1993,16:15:00,439
12/18/1993,16:30:00,439
12/18/1993,16:45:00,440
12/18/1993,17:00:00,440
12/18/1993,17:15:00,440
12/18/1993,17:30:00,441
12/18/1993,17:45:00,441
12/18/1993,18:00:00,442
12/18/1993,18:15:00,442
12/18/1993,18:30:00,443
12/18/1993,18:45:00,443
12/18/1993,19:00:00,443
12/18/1993,19:15:00,443
12/18/1993,19:30:00,444
12/18/1993,19:45:00,444
12/18/1993,20:00:00,444
12/18/1993,20:15:00,444
12/18/1993,20:30:00,445
12/18/1993,20:45:00,445
12/18/1993,21:00:00,445
12/18/1993,21:15:00,446
12/18/1993,21:30:00,447
12/18/1993,21:45:00,447
12/18/1993,22:00:00,447
12/18/1993,22:15:00,447
12/18/1993,22:30:00,447
12/18/1993,22:45:00,447
12/18/1993,23:00:00,447
12/18/1993,23:15:00,448
12/18/1993,23:30:00,449
12/18/1993,23:45:00,449
12/19/1993,0:00:00,450
12/19/1993,0:15:00,450
12/19/1993,0:30:00,450
12/19/1993,0:45:00,451
12/19/1993,1:00:00,451
12/19/1993,1:15:00,451
12/19/1993,1:30:00,452
12/19/1993,1:45:00,452
12/19/1993,2:00:00,452
12/19/1993,2:15:00,453
12/19/1993,2:30:00,453
12/19/1993,2:45:00,454
12/19/1993,3:00:00,454
12/19/1993,3:15:00,454
12/19/1993,3:30:00,455
12/19/1993,3:45:00,455
12/19/1993,4:00:00,456
12/19/1993,4:15:00,456
12/19/1993,4:30:00,456
12/19/1993,4:45:00,456
12/19/1993,5:00:00,456
12/19/1993,5:15:00,456
12/19/1993,5:30:00,456
12/19/1993,5:45:00,457
12/19/1993,6:00:00,457
12/19/1993,6:15:00,457
12/19/1993,6:30:00,457
12/19/1993,6:45:00,458
12/19/1993,7:00:00,458
12/19/1993,7:15:00,458
12/19/1993,7:30:00,458
12/19/1993,7:45:00,460
12/19/1993,8:00:00,460
12/19/1993,8:15:00,461
12/19/1993,8:30:00,461
12/19/1993,8:45:00,461
12/19/1993,9:00:00,461
12/19/1993,9:15:00,461
12/19/1993,9:30:00,462
12/19/1993,9:45:00,464
12/19/1993,10:00:00,464
12/19/1993,10:15:00,464
12/19/1993,10:30:00,465
12/19/1993,10:45:00,465
12/19/1993,11:00:00,465
12/19/1993,11:15:00,466
12/19/1993,11:30:00,467
12/19/1993,11:45:00,467
12/19/1993,12:00:00,468
12/19/1993,12:15:00,469
12/19/1993,12:30:00,470
12/19/1993,12:45:00,470
12/19/1993,13:00:00,471
12/19/1993,13:15:00,472
12/19/1993,13:30:00,474
12/19/1993,13:45:00,475
12/19/1993,14:00:00,475
12/19/1993,14:15:00,475
12/19/1993,14:30:00,475
12/19/1993,14:45:00,475
12/19/1993,15:00:00,475
12/19/1993,15:15:00,476
12/19/1993,15:30:00,477
12/19/1993,15:45:00,477
12/19/1993,16:00:00,477
12/19/1993,16:15:00,477
12/19/1993,16:30:00,477
12/19/1993,16:45:00,477
12/19/1993,17:00:00,477
12/19/1993,17:15:00,477
12/19/1993,17:30:00,477
12/19/1993,17:45:00,477
12/19/1993,18:00:00,478
12/19/1993,18:15:00,478
12/19/1993,18:30:00,478
12/19/1993,18:45:00,479
12/19/1993,19:00:00,479
12/19/1993,19:15:00,480
12/19/1993,19:30:00,480
12/19/1993,19:45:00,481
12/19/1993,20:00:00,482
12/19/1993,20:15:00,483
12/19/1993,20:30:00,484
12/19/1993,20:45:00,485
12/19/1993,21:00:00,485
12/19/1993,21:15:00,485
12/19/1993,21:30:00,486
12/19/1993,21:45:00,486
12/19/1993,22:00:00,487
12/19/1993,22:15:00,487
12/19/1993,22:30:00,488
12/19/1993,22:45:00,489
12/19/1993,23:00:00,490
12/19/1993,23:15:00,490
12/19/1993,23:30:00,491
12/19/1993,23:45:00,492
12/20/1993,0:00:00,493
12/20/1993,0:15:00,493
12/20/1993,0:30:00,494
12/20/1993,0:45:00,495
12/20/1993,1:00:00,496
12/20/1993,1:15:00,497
12/20/1993,1:30:00,497
12/20/1993,1:45:00,498
12/20/1993,2:00:00,498
12/20/1993,2:15:00,499
12/20/1993,2:30:00,499
12/20/1993,2:45:00,500
12/20/1993,3:00:00,501
12/20/1993,3:15:00,501
12/20/1993,3:30:00,501
12/20/1993,3:45:00,502
12/20/1993,4:00:00,502
12/20/1993,4:15:00,503
12/20/1993,4:30:00,503
12/20/1993,4:45:00,504
12/20/1993,5:00:00,505
12/20/1993,5:15:00,506
12/20/1993,5:30:00,507
12/20/1993,5:45:00,507
12/20/1993,6:00:00,507
12/20/1993,6:15:00,507
12/20/1993,6:30:00,508
12/20/1993,6:45:00,509
12/20/1993,7:00:00,510
12/20/1993,7:15:00,510
12/20/1993,7:30:00,510
12/20/1993,7:45:00,511
12/20/1993,8:00:00,511
12/20/1993,8:15:00,512
12/20/1993,8:30:00,512
12/20/1993,8:45:00,513
