Datum,Zeit,W [cm]
1/29/1995,0:15:00,895
1/29/1995,0:30:00,895
1/29/1995,0:45:00,895
1/29/1995,1:00:00,896
1/29/1995,1:15:00,896
1/29/1995,1:30:00,896
1/29/1995,1:45:00,896
1/29/1995,2:00:00,896
1/29/1995,2:15:00,896
1/29/1995,2:30:00,896
1/29/1995,2:45:00,896
1/29/1995,3:00:00,897
1/29/1995,3:15:00,897
1/29/1995,3:30:00,898
1/29/1995,3:45:00,898
1/29/1995,4:00:00,898
1/29/1995,4:15:00,899
1/29/1995,4:30:00,899
1/29/1995,4:45:00,900
1/29/1995,5:00:00,900
1/29/1995,5:15:00,900
1/29/1995,5:30:00,900
1/29/1995,5:45:00,901
1/29/1995,6:00:00,901
1/29/1995,6:15:00,901
1/29/1995,6:30:00,902
1/29/1995,6:45:00,902
1/29/1995,7:00:00,902
1/29/1995,7:15:00,903
1/29/1995,7:30:00,904
1/29/1995,7:45:00,904
1/29/1995,8:00:00,905
1/29/1995,8:15:00,905
1/29/1995,8:30:00,905
1/29/1995,8:45:00,905
1/29/1995,9:00:00,905
1/29/1995,9:15:00,906
1/29/1995,9:30:00,906
1/29/1995,9:45:00,906
1/29/1995,10:00:00,907
1/29/1995,10:15:00,907
1/29/1995,10:30:00,908
1/29/1995,10:45:00,908
1/29/1995,11:00:00,909
1/29/1995,11:15:00,910
1/29/1995,11:30:00,910
1/29/1995,11:45:00,910
1/29/1995,12:00:00,911
1/29/1995,12:15:00,911
1/29/1995,12:30:00,911
1/29/1995,12:45:00,911
1/29/1995,13:00:00,911
1/29/1995,13:15:00,912
1/29/1995,13:30:00,912
1/29/1995,13:45:00,913
1/29/1995,14:00:00,913
1/29/1995,14:15:00,914
1/29/1995,14:30:00,914
1/29/1995,14:45:00,914
1/29/1995,15:00:00,915
1/29/1995,15:15:00,915
1/29/1995,15:30:00,915
1/29/1995,15:45:00,916
1/29/1995,16:00:00,916
1/29/1995,16:15:00,916
1/29/1995,16:30:00,917
1/29/1995,16:45:00,917
1/29/1995,17:00:00,917
1/29/1995,17:15:00,917
1/29/1995,17:30:00,918
1/29/1995,17:45:00,918
1/29/1995,18:00:00,918
1/29/1995,18:15:00,918
1/29/1995,18:30:00,918
1/29/1995,18:45:00,919
1/29/1995,19:00:00,919
1/29/1995,19:15:00,919
1/29/1995,19:30:00,919
1/29/1995,19:45:00,919
1/29/1995,20:00:00,919
1/29/1995,20:15:00,919
1/29/1995,20:30:00,919
1/29/1995,20:45:00,919
1/29/1995,21:00:00,920
1/29/1995,21:15:00,920
1/29/1995,21:30:00,920
1/29/1995,21:45:00,920
1/29/1995,22:00:00,920
1/29/1995,22:15:00,920
1/29/1995,22:30:00,920
1/29/1995,22:45:00,920
1/29/1995,23:00:00,921
1/29/1995,23:15:00,921
1/29/1995,23:30:00,921
1/29/1995,23:45:00,921
1/30/1995,0:00:00,922
1/30/1995,0:15:00,922
1/30/1995,0:30:00,922
1/30/1995,0:45:00,922
1/30/1995,1:00:00,922
1/30/1995,1:15:00,922
1/30/1995,1:30:00,922
1/30/1995,1:45:00,922
1/30/1995,2:00:00,921
1/30/1995,2:15:00,921
1/30/1995,2:30:00,922
1/30/1995,2:45:00,922
1/30/1995,3:00:00,922
1/30/1995,3:15:00,922
1/30/1995,3:30:00,921
1/30/1995,3:45:00,920
1/30/1995,4:00:00,920
1/30/1995,4:15:00,921
1/30/1995,4:30:00,921
1/30/1995,4:45:00,921
1/30/1995,5:00:00,921
1/30/1995,5:15:00,921
1/30/1995,5:30:00,921
1/30/1995,5:45:00,921
1/30/1995,6:00:00,921
1/30/1995,6:15:00,920
1/30/1995,6:30:00,920
1/30/1995,6:45:00,920
1/30/1995,7:00:00,920
1/30/1995,7:15:00,920
1/30/1995,7:30:00,919
1/30/1995,7:45:00,919
1/30/1995,8:00:00,919
1/30/1995,8:15:00,919
1/30/1995,8:30:00,919
1/30/1995,8:45:00,919
1/30/1995,9:00:00,919
1/30/1995,9:15:00,919
1/30/1995,9:30:00,918
1/30/1995,9:45:00,918
1/30/1995,10:00:00,918
1/30/1995,10:15:00,917
1/30/1995,10:30:00,917
1/30/1995,10:45:00,917
1/30/1995,11:00:00,917
1/30/1995,11:15:00,917
1/30/1995,11:30:00,917
1/30/1995,11:45:00,917
1/30/1995,12:00:00,917
1/30/1995,12:15:00,917
1/30/1995,12:30:00,917
1/30/1995,12:45:00,916
1/30/1995,13:00:00,916
1/30/1995,13:15:00,916
1/30/1995,13:30:00,916
1/30/1995,13:45:00,915
1/30/1995,14:00:00,915
1/30/1995,14:15:00,915
1/30/1995,14:30:00,915
1/30/1995,14:45:00,914
1/30/1995,15:00:00,914
1/30/1995,15:15:00,914
1/30/1995,15:30:00,914
1/30/1995,15:45:00,914
1/30/1995,16:00:00,914
1/30/1995,16:15:00,914
1/30/1995,16:30:00,914
1/30/1995,16:45:00,914
1/30/1995,17:00:00,914
1/30/1995,17:15:00,914
1/30/1995,17:30:00,913
1/30/1995,17:45:00,913
1/30/1995,18:00:00,913
1/30/1995,18:15:00,913
1/30/1995,18:30:00,913
1/30/1995,18:45:00,913
1/30/1995,19:00:00,913
1/30/1995,19:15:00,913
1/30/1995,19:30:00,913
1/30/1995,19:45:00,913
1/30/1995,20:00:00,913
1/30/1995,20:15:00,913
1/30/1995,20:30:00,913
1/30/1995,20:45:00,913
1/30/1995,21:00:00,913
1/30/1995,21:15:00,913
1/30/1995,21:30:00,913
1/30/1995,21:45:00,913
1/30/1995,22:00:00,913
1/30/1995,22:15:00,912
1/30/1995,22:30:00,912
1/30/1995,22:45:00,912
1/30/1995,23:00:00,912
1/30/1995,23:15:00,912
1/30/1995,23:30:00,912
1/30/1995,23:45:00,912
1/31/1995,0:00:00,912
1/31/1995,0:15:00,911
1/31/1995,0:30:00,911
1/31/1995,0:45:00,911
1/31/1995,1:00:00,911
1/31/1995,1:15:00,912
1/31/1995,1:30:00,911
1/31/1995,1:45:00,910
1/31/1995,2:00:00,910
1/31/1995,2:15:00,910
1/31/1995,2:30:00,910
1/31/1995,2:45:00,910
1/31/1995,3:00:00,910
1/31/1995,3:15:00,910
1/31/1995,3:30:00,910
1/31/1995,3:45:00,911
1/31/1995,4:00:00,910
1/31/1995,4:15:00,910
1/31/1995,4:30:00,910
1/31/1995,4:45:00,910
1/31/1995,5:00:00,910
1/31/1995,5:15:00,909
1/31/1995,5:30:00,909
1/31/1995,5:45:00,909
1/31/1995,6:00:00,909
1/31/1995,6:15:00,909
1/31/1995,6:30:00,909
1/31/1995,6:45:00,909
1/31/1995,7:00:00,909
1/31/1995,7:15:00,908
1/31/1995,7:30:00,908
1/31/1995,7:45:00,907
1/31/1995,8:00:00,907
1/31/1995,8:15:00,907
1/31/1995,8:30:00,906
1/31/1995,8:45:00,906
1/31/1995,9:00:00,906
1/31/1995,9:15:00,906
1/31/1995,9:30:00,905
1/31/1995,9:45:00,905
1/31/1995,10:00:00,905
1/31/1995,10:15:00,905
1/31/1995,10:30:00,904
1/31/1995,10:45:00,904
1/31/1995,11:00:00,903
1/31/1995,11:15:00,903
1/31/1995,11:30:00,903
1/31/1995,11:45:00,902
1/31/1995,12:00:00,902
1/31/1995,12:15:00,901
1/31/1995,12:30:00,901
1/31/1995,12:45:00,901
1/31/1995,13:00:00,901
1/31/1995,13:15:00,900
1/31/1995,13:30:00,900
1/31/1995,13:45:00,899
1/31/1995,14:00:00,899
1/31/1995,14:15:00,898
1/31/1995,14:30:00,898
1/31/1995,14:45:00,898
1/31/1995,15:00:00,897
1/31/1995,15:15:00,897
1/31/1995,15:30:00,896
1/31/1995,15:45:00,896
1/31/1995,16:00:00,896
1/31/1995,16:15:00,896
1/31/1995,16:30:00,895
1/31/1995,16:45:00,894
1/31/1995,17:00:00,894
1/31/1995,17:15:00,893
1/31/1995,17:30:00,893
1/31/1995,17:45:00,892
1/31/1995,18:00:00,892
1/31/1995,18:15:00,892
1/31/1995,18:30:00,891
1/31/1995,18:45:00,891
1/31/1995,19:00:00,890
1/31/1995,19:15:00,889
1/31/1995,19:30:00,888
1/31/1995,19:45:00,887
1/31/1995,20:00:00,886
1/31/1995,20:15:00,885
1/31/1995,20:30:00,885
1/31/1995,20:45:00,884
1/31/1995,21:00:00,884
1/31/1995,21:15:00,883
1/31/1995,21:30:00,883
1/31/1995,21:45:00,882
1/31/1995,22:00:00,881
1/31/1995,22:15:00,881
1/31/1995,22:30:00,880
1/31/1995,22:45:00,879
1/31/1995,23:00:00,878
1/31/1995,23:15:00,878
1/31/1995,23:30:00,877
1/31/1995,23:45:00,876
2/1/1995,0:00:00,875
2/1/1995,0:15:00,873
2/1/1995,0:30:00,872
2/1/1995,0:45:00,871
2/1/1995,1:00:00,871
2/1/1995,1:15:00,870
2/1/1995,1:30:00,869
2/1/1995,1:45:00,867
2/1/1995,2:00:00,867
2/1/1995,2:15:00,866
2/1/1995,2:30:00,866
2/1/1995,2:45:00,865
2/1/1995,3:00:00,864
2/1/1995,3:15:00,863
2/1/1995,3:30:00,862
2/1/1995,3:45:00,861
2/1/1995,4:00:00,860
2/1/1995,4:15:00,859
2/1/1995,4:30:00,858
2/1/1995,4:45:00,857
2/1/1995,5:00:00,856
2/1/1995,5:15:00,856
2/1/1995,5:30:00,855
2/1/1995,5:45:00,854
2/1/1995,6:00:00,853
2/1/1995,6:15:00,852
2/1/1995,6:30:00,852
2/1/1995,6:45:00,850
2/1/1995,7:00:00,849
2/1/1995,7:15:00,848
2/1/1995,7:30:00,847
2/1/1995,7:45:00,846
2/1/1995,8:00:00,845
2/1/1995,8:15:00,844
2/1/1995,8:30:00,844
2/1/1995,8:45:00,842
2/1/1995,9:00:00,841
2/1/1995,9:15:00,840
2/1/1995,9:30:00,840
2/1/1995,9:45:00,839
2/1/1995,10:00:00,838
2/1/1995,10:15:00,837
2/1/1995,10:30:00,836
2/1/1995,10:45:00,839
2/1/1995,11:00:00,834
2/1/1995,11:15:00,833
2/1/1995,11:30:00,832
2/1/1995,11:45:00,831
2/1/1995,12:00:00,830
2/1/1995,12:15:00,829
2/1/1995,12:30:00,828
2/1/1995,12:45:00,831
2/1/1995,13:00:00,825
2/1/1995,13:15:00,825
2/1/1995,13:30:00,825
2/1/1995,13:45:00,823
2/1/1995,14:00:00,822
2/1/1995,14:15:00,821
2/1/1995,14:30:00,820
2/1/1995,14:45:00,819
2/1/1995,15:00:00,820
2/1/1995,15:15:00,816
2/1/1995,15:30:00,816
2/1/1995,15:45:00,815
2/1/1995,16:00:00,814
2/1/1995,16:15:00,813
2/1/1995,16:30:00,812
2/1/1995,16:45:00,811
2/1/1995,17:00:00,810
2/1/1995,17:15:00,809
2/1/1995,17:30:00,808
2/1/1995,17:45:00,808
2/1/1995,18:00:00,807
2/1/1995,18:15:00,805
2/1/1995,18:30:00,805
2/1/1995,18:45:00,804
2/1/1995,19:00:00,802
2/1/1995,19:15:00,801
2/1/1995,19:30:00,801
2/1/1995,19:45:00,800
2/1/1995,20:00:00,799
2/1/1995,20:15:00,798
2/1/1995,20:30:00,797
2/1/1995,20:45:00,799
2/1/1995,21:00:00,795
2/1/1995,21:15:00,795
2/1/1995,21:30:00,794
2/1/1995,21:45:00,792
2/1/1995,22:00:00,792
2/1/1995,22:15:00,790
2/1/1995,22:30:00,787
2/1/1995,22:45:00,786
2/1/1995,23:00:00,786
2/1/1995,23:15:00,787
2/1/1995,23:30:00,786
2/1/1995,23:45:00,785
2/2/1995,0:00:00,783
2/2/1995,0:15:00,783
2/2/1995,0:30:00,782
2/2/1995,0:45:00,781
2/2/1995,1:00:00,780
2/2/1995,1:15:00,780
2/2/1995,1:30:00,779
2/2/1995,1:45:00,777
2/2/1995,2:00:00,776
2/2/1995,2:15:00,775
2/2/1995,2:30:00,774
2/2/1995,2:45:00,773
2/2/1995,3:00:00,771
2/2/1995,3:15:00,770
2/2/1995,3:30:00,770
2/2/1995,3:45:00,769
2/2/1995,4:00:00,768
2/2/1995,4:15:00,767
2/2/1995,4:30:00,766
2/2/1995,4:45:00,766
2/2/1995,5:00:00,765
2/2/1995,5:15:00,764
2/2/1995,5:30:00,761
2/2/1995,5:45:00,760
2/2/1995,6:00:00,760
2/2/1995,6:15:00,759
2/2/1995,6:30:00,759
2/2/1995,6:45:00,758
2/2/1995,7:00:00,757
2/2/1995,7:15:00,756
2/2/1995,7:30:00,753
2/2/1995,7:45:00,752
2/2/1995,8:00:00,753
2/2/1995,8:15:00,752
2/2/1995,8:30:00,751
2/2/1995,8:45:00,750
2/2/1995,9:00:00,749
2/2/1995,9:15:00,751
2/2/1995,9:30:00,748
2/2/1995,9:45:00,747
2/2/1995,10:00:00,745
2/2/1995,10:15:00,745
2/2/1995,10:30:00,744
2/2/1995,10:45:00,742
2/2/1995,11:00:00,741
2/2/1995,11:15:00,740
2/2/1995,11:30:00,740
2/2/1995,11:45:00,738
2/2/1995,12:00:00,738
2/2/1995,12:15:00,737
2/2/1995,12:30:00,736
2/2/1995,12:45:00,735
2/2/1995,13:00:00,734
2/2/1995,13:15:00,734
2/2/1995,13:30:00,733
2/2/1995,13:45:00,732
2/2/1995,14:00:00,731
2/2/1995,14:15:00,730
2/2/1995,14:30:00,730
2/2/1995,14:45:00,729
2/2/1995,15:00:00,726
2/2/1995,15:15:00,725
2/2/1995,15:30:00,724
2/2/1995,15:45:00,724
2/2/1995,16:00:00,725
2/2/1995,16:15:00,724
2/2/1995,16:30:00,723
2/2/1995,16:45:00,722
2/2/1995,17:00:00,721
2/2/1995,17:15:00,720
2/2/1995,17:30:00,719
2/2/1995,17:45:00,719
2/2/1995,18:00:00,716
2/2/1995,18:15:00,715
2/2/1995,18:30:00,715
2/2/1995,18:45:00,714
2/2/1995,19:00:00,713
2/2/1995,19:15:00,711
2/2/1995,19:30:00,711
2/2/1995,19:45:00,710
2/2/1995,20:00:00,709
2/2/1995,20:15:00,708
2/2/1995,20:30:00,706
2/2/1995,20:45:00,706
2/2/1995,21:00:00,705
2/2/1995,21:15:00,706
2/2/1995,21:30:00,703
2/2/1995,21:45:00,701
2/2/1995,22:00:00,701
2/2/1995,22:15:00,700
2/2/1995,22:30:00,701
2/2/1995,22:45:00,701
2/2/1995,23:00:00,698
2/2/1995,23:15:00,698
2/2/1995,23:30:00,696
2/2/1995,23:45:00,694
2/3/1995,0:00:00,694
2/3/1995,0:15:00,693
2/3/1995,0:30:00,691
2/3/1995,0:45:00,690
2/3/1995,1:00:00,689
2/3/1995,1:15:00,694
2/3/1995,1:30:00,687
2/3/1995,1:45:00,686
2/3/1995,2:00:00,686
2/3/1995,2:15:00,687
2/3/1995,2:30:00,686
2/3/1995,2:45:00,683
2/3/1995,3:00:00,682
2/3/1995,3:15:00,681
2/3/1995,3:30:00,680
2/3/1995,3:45:00,680
2/3/1995,4:00:00,677
2/3/1995,4:15:00,678
2/3/1995,4:30:00,677
2/3/1995,4:45:00,676
2/3/1995,5:00:00,676
2/3/1995,5:15:00,674
2/3/1995,5:30:00,671
2/3/1995,5:45:00,670
2/3/1995,6:00:00,671
2/3/1995,6:15:00,671
2/3/1995,6:30:00,671
2/3/1995,6:45:00,669
2/3/1995,7:00:00,668
2/3/1995,7:15:00,668
2/3/1995,7:30:00,666
2/3/1995,7:45:00,666
2/3/1995,8:00:00,665
2/3/1995,8:15:00,663
2/3/1995,8:30:00,662
2/3/1995,8:45:00,661
2/3/1995,9:00:00,660
2/3/1995,9:15:00,658
2/3/1995,9:30:00,660
2/3/1995,9:45:00,661
2/3/1995,10:00:00,654
2/3/1995,10:15:00,651
2/3/1995,10:30:00,651
2/3/1995,10:45:00,650
2/3/1995,11:00:00,650
2/3/1995,11:15:00,649
2/3/1995,11:30:00,647
2/3/1995,11:45:00,646
2/3/1995,12:00:00,645
2/3/1995,12:15:00,645
2/3/1995,12:30:00,645
2/3/1995,12:45:00,644
2/3/1995,13:00:00,643
2/3/1995,13:15:00,642
2/3/1995,13:30:00,642
2/3/1995,13:45:00,640
2/3/1995,14:00:00,640
2/3/1995,14:15:00,640
2/3/1995,14:30:00,640
2/3/1995,14:45:00,639
2/3/1995,15:00:00,639
2/3/1995,15:15:00,638
2/3/1995,15:30:00,637
2/3/1995,15:45:00,635
2/3/1995,16:00:00,635
2/3/1995,16:15:00,633
2/3/1995,16:30:00,633
2/3/1995,16:45:00,631
2/3/1995,17:00:00,631
2/3/1995,17:15:00,631
2/3/1995,17:30:00,632
2/3/1995,17:45:00,632
2/3/1995,18:00:00,632
2/3/1995,18:15:00,631
2/3/1995,18:30:00,632
2/3/1995,18:45:00,631
2/3/1995,19:00:00,631
2/3/1995,19:15:00,631
2/3/1995,19:30:00,631
2/3/1995,19:45:00,629
2/3/1995,20:00:00,629
2/3/1995,20:15:00,628
2/3/1995,20:30:00,628
2/3/1995,20:45:00,628
2/3/1995,21:00:00,628
2/3/1995,21:15:00,626
2/3/1995,21:30:00,626
2/3/1995,21:45:00,626
2/3/1995,22:00:00,626
2/3/1995,22:15:00,625
2/3/1995,22:30:00,624
2/3/1995,22:45:00,624
2/3/1995,23:00:00,622
2/3/1995,23:15:00,621
2/3/1995,23:30:00,620
2/3/1995,23:45:00,620
2/4/1995,0:00:00,619
2/4/1995,0:15:00,618
2/4/1995,0:30:00,618
2/4/1995,0:45:00,618
2/4/1995,1:00:00,616
2/4/1995,1:15:00,615
2/4/1995,1:30:00,614
2/4/1995,1:45:00,613
2/4/1995,2:00:00,612
2/4/1995,2:15:00,612
2/4/1995,2:30:00,611
2/4/1995,2:45:00,611
2/4/1995,3:00:00,611
2/4/1995,3:15:00,611
2/4/1995,3:30:00,610
2/4/1995,3:45:00,609
2/4/1995,4:00:00,609
2/4/1995,4:15:00,608
2/4/1995,4:30:00,606
2/4/1995,4:45:00,606
2/4/1995,5:00:00,606
2/4/1995,5:15:00,605
2/4/1995,5:30:00,604
2/4/1995,5:45:00,604
2/4/1995,6:00:00,603
2/4/1995,6:15:00,601
2/4/1995,6:30:00,600
2/4/1995,6:45:00,600
2/4/1995,7:00:00,599
2/4/1995,7:15:00,599
2/4/1995,7:30:00,598
2/4/1995,7:45:00,597
2/4/1995,8:00:00,595
2/4/1995,8:15:00,594
2/4/1995,8:30:00,592
2/4/1995,8:45:00,590
2/4/1995,9:00:00,589
2/4/1995,9:15:00,589
2/4/1995,9:30:00,587
2/4/1995,9:45:00,586
2/4/1995,10:00:00,585
2/4/1995,10:15:00,584
2/4/1995,10:30:00,583
2/4/1995,10:45:00,582
2/4/1995,11:00:00,581
2/4/1995,11:15:00,580
2/4/1995,11:30:00,579
2/4/1995,11:45:00,578
2/4/1995,12:00:00,578
2/4/1995,12:15:00,576
2/4/1995,12:30:00,575
2/4/1995,12:45:00,573
2/4/1995,13:00:00,571
2/4/1995,13:15:00,569
2/4/1995,13:30:00,568
2/4/1995,13:45:00,567
2/4/1995,14:00:00,567
2/4/1995,14:15:00,566
2/4/1995,14:30:00,566
2/4/1995,14:45:00,565
2/4/1995,15:00:00,563
2/4/1995,15:15:00,563
2/4/1995,15:30:00,562
2/4/1995,15:45:00,562
2/4/1995,16:00:00,561
2/4/1995,16:15:00,560
2/4/1995,16:30:00,559
2/4/1995,16:45:00,559
2/4/1995,17:00:00,559
2/4/1995,17:15:00,560
2/4/1995,17:30:00,559
2/4/1995,17:45:00,558
2/4/1995,18:00:00,558
2/4/1995,18:15:00,558
2/4/1995,18:30:00,557
2/4/1995,18:45:00,557
2/4/1995,19:00:00,556
2/4/1995,19:15:00,555
2/4/1995,19:30:00,555
2/4/1995,19:45:00,554
2/4/1995,20:00:00,554
2/4/1995,20:15:00,553
2/4/1995,20:30:00,551
2/4/1995,20:45:00,551
2/4/1995,21:00:00,551
2/4/1995,21:15:00,550
2/4/1995,21:30:00,549
2/4/1995,21:45:00,548
2/4/1995,22:00:00,547
2/4/1995,22:15:00,547
2/4/1995,22:30:00,546
2/4/1995,22:45:00,545
2/4/1995,23:00:00,544
2/4/1995,23:15:00,543
2/4/1995,23:30:00,543
2/4/1995,23:45:00,543
2/5/1995,0:00:00,542
2/5/1995,0:15:00,540
2/5/1995,0:30:00,538
2/5/1995,0:45:00,537
2/5/1995,1:00:00,536
2/5/1995,1:15:00,535
2/5/1995,1:30:00,534
2/5/1995,1:45:00,533
2/5/1995,2:00:00,533
2/5/1995,2:15:00,532
2/5/1995,2:30:00,532
2/5/1995,2:45:00,532
2/5/1995,3:00:00,531
2/5/1995,3:15:00,530
2/5/1995,3:30:00,529
2/5/1995,3:45:00,528
2/5/1995,4:00:00,526
2/5/1995,4:15:00,526
2/5/1995,4:30:00,525
2/5/1995,4:45:00,525
2/5/1995,5:00:00,524
2/5/1995,5:15:00,523
2/5/1995,5:30:00,523
2/5/1995,5:45:00,522
2/5/1995,6:00:00,521
2/5/1995,6:15:00,521
2/5/1995,6:30:00,520
2/5/1995,6:45:00,520
2/5/1995,7:00:00,519
2/5/1995,7:15:00,519
2/5/1995,7:30:00,517
2/5/1995,7:45:00,516
2/5/1995,8:00:00,516
2/5/1995,8:15:00,516
2/5/1995,8:30:00,515
2/5/1995,8:45:00,515
2/5/1995,9:00:00,514
2/5/1995,9:15:00,513
2/5/1995,9:30:00,512
2/5/1995,9:45:00,512
2/5/1995,10:00:00,511
2/5/1995,10:15:00,510
2/5/1995,10:30:00,509
2/5/1995,10:45:00,509
2/5/1995,11:00:00,508
2/5/1995,11:15:00,507
2/5/1995,11:30:00,507
2/5/1995,11:45:00,505
2/5/1995,12:00:00,504
2/5/1995,12:15:00,503
2/5/1995,12:30:00,503
2/5/1995,12:45:00,503
2/5/1995,13:00:00,502
2/5/1995,13:15:00,502
2/5/1995,13:30:00,501
2/5/1995,13:45:00,501
2/5/1995,14:00:00,501
2/5/1995,14:15:00,500
2/5/1995,14:30:00,500
2/5/1995,14:45:00,498
2/5/1995,15:00:00,498
2/5/1995,15:15:00,498
2/5/1995,15:30:00,497
2/5/1995,15:45:00,495
2/5/1995,16:00:00,495
2/5/1995,16:15:00,496
2/5/1995,16:30:00,494
2/5/1995,16:45:00,495
2/5/1995,17:00:00,494
2/5/1995,17:15:00,493
2/5/1995,17:30:00,492
2/5/1995,17:45:00,491
2/5/1995,18:00:00,490
2/5/1995,18:15:00,490
2/5/1995,18:30:00,490
2/5/1995,18:45:00,490
2/5/1995,19:00:00,489
2/5/1995,19:15:00,489
2/5/1995,19:30:00,489
2/5/1995,19:45:00,489
2/5/1995,20:00:00,489
2/5/1995,20:15:00,488
2/5/1995,20:30:00,488
2/5/1995,20:45:00,487
2/5/1995,21:00:00,487
2/5/1995,21:15:00,486
2/5/1995,21:30:00,485
2/5/1995,21:45:00,485
2/5/1995,22:00:00,484
2/5/1995,22:15:00,483
2/5/1995,22:30:00,482
2/5/1995,22:45:00,482
2/5/1995,23:00:00,481
2/5/1995,23:15:00,480
2/5/1995,23:30:00,480
2/5/1995,23:45:00,480
2/6/1995,0:00:00,480
2/6/1995,0:15:00,480
2/6/1995,0:30:00,479
2/6/1995,0:45:00,479
2/6/1995,1:00:00,478
2/6/1995,1:15:00,477
2/6/1995,1:30:00,476
2/6/1995,1:45:00,476
2/6/1995,2:00:00,475
2/6/1995,2:15:00,475
2/6/1995,2:30:00,474
2/6/1995,2:45:00,474
2/6/1995,3:00:00,473
2/6/1995,3:15:00,473
2/6/1995,3:30:00,473
2/6/1995,3:45:00,471
2/6/1995,4:00:00,471
2/6/1995,4:15:00,470
2/6/1995,4:30:00,470
2/6/1995,4:45:00,470
2/6/1995,5:00:00,470
2/6/1995,5:15:00,469
2/6/1995,5:30:00,469
2/6/1995,5:45:00,468
2/6/1995,6:00:00,467
2/6/1995,6:15:00,466
2/6/1995,6:30:00,466
2/6/1995,6:45:00,465
2/6/1995,7:00:00,465
2/6/1995,7:15:00,464
2/6/1995,7:30:00,463
2/6/1995,7:45:00,463
2/6/1995,8:00:00,462
2/6/1995,8:15:00,461
2/6/1995,8:30:00,459
2/6/1995,8:45:00,458
2/6/1995,9:00:00,458
2/6/1995,9:15:00,458
2/6/1995,9:30:00,457
2/6/1995,9:45:00,457
2/6/1995,10:00:00,457
2/6/1995,10:15:00,457
2/6/1995,10:30:00,457
2/6/1995,10:45:00,457
2/6/1995,11:00:00,457
2/6/1995,11:15:00,456
2/6/1995,11:30:00,455
2/6/1995,11:45:00,455
2/6/1995,12:00:00,454
2/6/1995,12:15:00,454
2/6/1995,12:30:00,453
2/6/1995,12:45:00,453
2/6/1995,13:00:00,452
2/6/1995,13:15:00,452
2/6/1995,13:30:00,452
2/6/1995,13:45:00,452
2/6/1995,14:00:00,452
2/6/1995,14:15:00,452
2/6/1995,14:30:00,453
2/6/1995,14:45:00,452
2/6/1995,15:00:00,451
2/6/1995,15:15:00,452
2/6/1995,15:30:00,451
2/6/1995,15:45:00,450
2/6/1995,16:00:00,450
2/6/1995,16:15:00,450
2/6/1995,16:30:00,450
2/6/1995,16:45:00,450
2/6/1995,17:00:00,449
2/6/1995,17:15:00,449
2/6/1995,17:30:00,449
2/6/1995,17:45:00,449
2/6/1995,18:00:00,448
2/6/1995,18:15:00,448
2/6/1995,18:30:00,448
2/6/1995,18:45:00,447
2/6/1995,19:00:00,447
2/6/1995,19:15:00,447
2/6/1995,19:30:00,446
2/6/1995,19:45:00,446
2/6/1995,20:00:00,445
2/6/1995,20:15:00,444
2/6/1995,20:30:00,442
2/6/1995,20:45:00,442
2/6/1995,21:00:00,441
2/6/1995,21:15:00,440
2/6/1995,21:30:00,439
2/6/1995,21:45:00,438
2/6/1995,22:00:00,438
2/6/1995,22:15:00,438
2/6/1995,22:30:00,437
2/6/1995,22:45:00,437
2/6/1995,23:00:00,437
2/6/1995,23:15:00,437
2/6/1995,23:30:00,436
2/6/1995,23:45:00,436
2/7/1995,0:00:00,435
2/7/1995,0:15:00,436
2/7/1995,0:30:00,435
2/7/1995,0:45:00,435
2/7/1995,1:00:00,435
2/7/1995,1:15:00,435
2/7/1995,1:30:00,434
2/7/1995,1:45:00,435
2/7/1995,2:00:00,435
2/7/1995,2:15:00,435
2/7/1995,2:30:00,435
2/7/1995,2:45:00,434
2/7/1995,3:00:00,434
2/7/1995,3:15:00,433
2/7/1995,3:30:00,433
2/7/1995,3:45:00,432
2/7/1995,4:00:00,432
2/7/1995,4:15:00,432
2/7/1995,4:30:00,432
2/7/1995,4:45:00,432
2/7/1995,5:00:00,432
2/7/1995,5:15:00,432
2/7/1995,5:30:00,432
2/7/1995,5:45:00,431
2/7/1995,6:00:00,431
2/7/1995,6:15:00,431
2/7/1995,6:30:00,430
2/7/1995,6:45:00,430
2/7/1995,7:00:00,431
2/7/1995,7:15:00,431
2/7/1995,7:30:00,430
2/7/1995,7:45:00,429
2/7/1995,8:00:00,429
2/7/1995,8:15:00,428
2/7/1995,8:30:00,428
2/7/1995,8:45:00,426
2/7/1995,9:00:00,425
2/7/1995,9:15:00,424
2/7/1995,9:30:00,422
2/7/1995,9:45:00,421
2/7/1995,10:00:00,420
2/7/1995,10:15:00,418
2/7/1995,10:30:00,418
2/7/1995,10:45:00,418
2/7/1995,11:00:00,417
2/7/1995,11:15:00,418
2/7/1995,11:30:00,417
2/7/1995,11:45:00,417
2/7/1995,12:00:00,417
2/7/1995,12:15:00,417
2/7/1995,12:30:00,415
2/7/1995,12:45:00,415
2/7/1995,13:00:00,415
2/7/1995,13:15:00,414
2/7/1995,13:30:00,414
2/7/1995,13:45:00,413
2/7/1995,14:00:00,412
2/7/1995,14:15:00,411
2/7/1995,14:30:00,411
2/7/1995,14:45:00,410
2/7/1995,15:00:00,410
2/7/1995,15:15:00,409
2/7/1995,15:30:00,408
2/7/1995,15:45:00,408
2/7/1995,16:00:00,408
2/7/1995,16:15:00,408
2/7/1995,16:30:00,406
2/7/1995,16:45:00,406
2/7/1995,17:00:00,405
